essie,nan,ole caliente,247,66,75
essie,nan,at the helm,212,97,78
essie,nan,chubby cheeks,205,71,62
essie,nan,soles on fire,255,133,2
essie,nan,too too hot,248,63,58
essie,nan,meet me at sunset,242,56,31
essie,nan,peach daiquiri,247,74,94
essie,nan,clambake,254,44,35
essie,nan,e-nuf id e-nuf,230,50,77
essie,nan,sunshine state of mind,241,95,70
essie,nan,you're so cupied,233,65,99
essie,nan,feelin'poppy,255,35,21
essie,nan,spice it up,209,31,27
essie,nan,surprise & delight,168,13,29
essie,nan,berry nice,158,18,65
essie,nan,glazzed days,238,1,149
essie,nan,game theory,166,64,70
essie,nan,knotty or nice,158,18,64
essie,nan,adrenaline brush,201,1,1
essie,nan,wicked fierce,85,44,45
essie,nan,angora cardi remixed,175,87,103
essie,nan,ace of shades,54,8,10
essie,nan,berry naughty remixed,74,4,4
essie,nan,love-fate relationship,75,22,28
essie,nan,in a gingernap,175,24,94
essie,nan,wicked remixed,59,14,11
essie,nan,genanium,250,49,23
essie,nan,fifth avenue,220,16,5
essie,nan,iacquered up,222,14,30
essie,nan,forever yummy,168,0,13
essie,nan,cherry on top,215,4,71
essie,nan,exotic liras,214,9,65
essie,nan,be cherry,218,17,72
essie,nan,she's pampered,209,17,58
essie,nan,russion roulette,233,38,20
essie,nan,plumberry,122,26,54
essie,nan,really red,195,23,19
essie,nan,fishnet stockings,160,12,28
essie,nan,ring in the bling,225,77,100
essie,nan,#essie love,150,6,21
essie,nan,a-list,235,12,13
essie,nan,roses are red,141,0,0
essie,nan,limited addiction,171,32,29
essie,nan,with the band,169,34,40
essie,nan,scarlet o'hara,139,21,29
essie,nan,nailed it!,136,42,69
essie,nan,aperitif,226,8,7
essie,nan,bordeaux,70,24,27
essie,nan,hear me aurora,145,33,69
essie,nan,berry naughty ,80,2,0
essie,nan,wrapped in rubies,95,27,32
essie,nan,wicked,51,31,33
essie,nan,ruffle your petals,234,192,229
essie,nan,sugarplum fairytale,209,173,219
essie,nan,uv got me fadded,211,167,194
essie,nan,go ginza,211,195,222
essie,nan,suits you swell,193,114,161
essie,nan,worth the tassel,189,135,211
essie,nan,swing of things,124,10,59
essie,nan,lilacism,202,179,223
essie,nan,lace up and get down,134,76,152
essie,nan,nice is nice,207,182,212
essie,nan,saved by the belle,242,169,199
essie,nan,cascade cool,241,162,210
essie,nan,madison ave-hue,250,109,169
essie,nan,world is your oyster,116,91,146
essie,nan,play date,217,152,210
essie,nan,spring in your step,237,191,228
essie,nan,it takes a west village,204,133,163
essie,nan,splash of grenadine,211,116,174
essie,nan,shades on,158,131,198
essie,nan,girly grunge,157,148,167
essie,nan,you're a gem,124,77,75
essie,nan,just the way you arctic,171,150,167
essie,nan,flowerista,161,57,132
essie,nan,drive in & dine,129,46,72
essie,nan,big spender,214,5,132
essie,nan,hold'em tight,136,48,158
essie,nan,making harmony,109,70,91
essie,nan,sweet not sour,50,17,38
essie,nan,tangoed in love,103,38,156
essie,nan,hazy daze,58,44,79
essie,nan,jamaica me crazy,180,41,121
essie,nan,carry on,77,28,34
essie,nan,"new year, new hue",120,24,71
essie,nan,knee-high life,125,17,49
essie,nan,sole mate,75,23,36
essie,nan,sexy divide,44,2,84
essie,nan,in the lobby,88,24,51
essie,nan,bahama mama,70,15,44
essie,nan,kimono-over,66,33,80
essie,nan,sights on nightlights,52,28,76
essie,nan,luxedo,62,38,54
essie,nan,love at frost sight,196,213,243
essie,nan,find me an oasis,235,242,248
essie,nan,sway in crochet,153,211,240
essie,nan,make a splash,196,204,215
essie,nan,wishing on a star,92,99,128
essie,nan,wild card,1,83,169
essie,nan,get on board,5,84,133
essie,nan,ooh la lolly,0,62,106
essie,nan,waterfall in love,61,74,142
essie,nan,bustling bazaar,0,192,185
essie,nan,tied and blue,27,24,124
essie,nan,in plane view,49,97,102
essie,nan,let it ripple,180,237,248
essie,nan,at sea level,222,233,235
essie,nan,bikini so teeny,150,170,229
essie,nan,tiers of joy,176,150,197
essie,nan,salt water happy,160,186,223
essie,nan,lapiz of luxury,143,170,213
essie,nan,as if!,115,129,164
essie,nan,in the cab-ana,106,189,196
essie,nan,take the lead,105,181,217
essie,nan,strut your stuff,29,167,232
essie,nan,garden variety,73,155,169
essie,nan,glow with flow,63,100,146
essie,nan,blue-tiful horizon,120,112,155
essie,nan,pret-a-surfer,112,130,202
essie,nan,butler please,55,83,236
essie,nan,mezmerised,15,67,179
essie,nan,all access pass,70,58,158
essie,nan,loot the booty,10,28,84
essie,nan,cause & reflect,68,92,105
essie,nan,anchor down,83,93,118
essie,nan,aruba blue,3,25,75
essie,nan,no more film,50,43,85
essie,nan,on your mistletoes,83,51,58
essie,nan,bell-bottom blues,25,69,94
essie,nan,dressed to the nineties,23,59,84
essie,nan,after school boy blazer,16,22,46
essie,nan,style cartel,16,35,114
essie,nan,booties on broadway,24,43,76
essie,nan,bobbing for baubles,50,60,85
essie,nan,midnight cami,18,27,94
essie,nan,chillato,239,246,195
essie,nan,fashion playground,214,237,217
essie,nan,seas the day,203,248,243
essie,nan,peppermint condition,208,238,228
essie,nan,can dew attitude,201,213,190
essie,nan,earn your tidal,147,120,92
essie,nan,come on clover,131,159,59
essie,nan,reign check,73,86,92
essie,nan,tide of your life,68,112,116
essie,nan,heart of the jungle,109,121,73
essie,nan,"but first, candy",18,49,26
essie,nan,sweater weather,50,65,46
essie,nan,under wrapes,0,29,39
essie,nan,mint candy apple,173,210,193
essie,nan,empower-mint,110,167,150
essie,nan,turquoise & caicos,132,225,215
essie,nan,udon know me,117,158,164
essie,nan,bon boy-age,169,209,203
essie,nan,exposed,145,132,116
essie,nan,where's my chauffeur?,115,199,201
essie,nan,first timer,129,234,191
essie,nan,mojito madness,108,187,129
essie,nan,naughty nautical,20,193,187
essie,nan,stripes & sails,16,83,83
essie,nan,trophy wife,10,56,70
essie,nan,go overboard,6,64,84
essie,nan,off tropic,18,57,52
essie,nan,sunny business,253,240,195
essie,nan,hay there,253,213,140
essie,nan,fall for nyc,248,173,108
essie,nan,check your baggage,255,190,100
essie,nan,sweet supply,254,194,2
essie,nan,press pause,216,216,216
essie,nan,roll with it,209,170,180
essie,nan,let's boogie,155,155,165
essie,nan,easily suede,144,117,108
essie,nan,below zero,112,69,106
essie,nan,stop.look & glisten,178,159,144
essie,nan,smokin hot remixed,109,81,93
essie,nan,cocktail bling,184,185,203
essie,nan,without a stitch,192,183,186
essie,nan,maximillian strasses-her,155,176,167
essie,nan,the best-est,168,167,183
essie,nan,mooning,145,157,169
essie,nan,master plan,192,182,183
essie,nan,badget free,128,113,106
essie,nan,chinchilly,157,138,140
essie,nan,serene slate,156,158,153
essie,nan,social-light,177,150,143
essie,nan,toned down,141,140,156
essie,nan,merino cool,134,111,121
essie,nan,smokin' hot ,73,64,83
essie,nan,cashmere bathrobe,52,69,62
essie,nan,petal pusher,117,120,129
essie,nan,winnimg steaks,76,78,93
essie,nan,tribal text-styles,100,99,95
essie,nan,over the edge,30,21,26
essie,nan,on mute,64,63,69
essie,nan,generation zen,71,60,56
essie,nan,licorice,26,26,26
essie,nan,mosaic on down,198,141,97
essie,nan,get a psy-kick out of it,190,9,11
essie,nan,happy medium,252,39,105
essie,nan,caught on tape,225,118,3
essie,nan,gorge-ous geodes,152,80,59
essie,nan,in my orbit,155,155,157
essie,nan,making spirits bright,120,125,133
essie,nan,mani thanks,233,210,178
essie,nan,rock your world,134,133,123
essie,nan,semi-precious tones,150,115,77
essie,nan,space out,158,75,119
essie,nan,birthday girl,220,158,174
essie,nan,congrats,144,132,146
essie,nan,million miles hues,150,94,17
essie,nan,venture to the venue,211,192,185
essie,nan,beat of the moment,227,170,185
essie,nan,can't stop her in copper,205,131,70
essie,nan,city sliker,105,12,57
essie,nan,stay up slate,95,95,103
essie,nan,night owl,4,78,88
essie,nan,apres-chic,160,167,175
essie,nan,a cut above,137,57,60
essie,nan,beyond cozy,173,168,149
essie,nan,empire shade of mind,134,138,139
essie,nan,getting groovy,187,147,86
essie,nan,gold as gold,215,197,173
essie,nan,jazzy jubilant,199,179,185
essie,nan,leggy legend,154,92,35
essie,nan,no place like chrome,193,193,193
essie,nan,out of this world,136,123,133
essie,nan,penny talk,144,107,90
essie,nan,pure pearlfection,215,211,208
essie,nan,reflection perfection,194,144,137
essie,nan,rock at the top,165,143,85
essie,nan,say it ain't soho,155,69,39
essie,nan,set in stones,154,161,167
essie,nan,sparkles on top,203,204,206
essie,nan,stars aligned,165,118,91
essie,nan,summit of style,255,243,196
essie,nan,lace is more,251,226,221
essie,gel couture,gossamer garments,255,179,185
essie,gel couture,sheer silhouette,244,157,137
essie,gel couture,bodice goddess,235,150,169
essie,gel couture,of corset,240,184,169
essie,gel couture,last nightie,217,164,162
essie,gel couture,dress me more,225,238,230
essie,gel couture,fairy tailor,252,202,191
essie,gel couture,sheer fantancy,251,189,168
essie,gel couture,blush-worthy,255,197,193
essie,gel couture,inside scoop,255,201,196
essie,gel couture,chiffon the move,243,238,235
essie,gel couture,lace to the altar,237,237,235
essie,gel couture,pre-show jitters,247,232,227
essie,gel couture,picture perfect,244,237,227
essie,gel couture,satin slipper,248,215,198
essie,gel couture,lace me up,225,229,228
essie,gel couture,diamond in the cuff,245,209,201
essie,gel couture,wearing hue?,247,215,204
essie,gel couture,make the cut,197,177,170
essie,gel couture,buttoned & buffed,237,183,166
essie,gel couture,low tide high slit,232,157,137
essie,gel couture,wool me over,155,134,121
essie,gel couture,handmade of honor,245,195,172
essie,gel couture,spool me over,255,198,174
essie,gel couture,tailor made with love,250,154,138
essie,gel couture,touch up,210,140,150
essie,gel couture,at the barre,228,180,157
essie,gel couture,sew me,255,181,162
essie,gel couture,pinned up,239,169,158
essie,gel couture,princess charming,235,174,171
essie,gel couture,stitch by stitch,253,173,176
essie,gel couture,last nights look,254,141,161
essie,gel couture,walk the hemline,163,83,84
essie,gel couture,take me to thread,167,141,142
essie,gel couture,pearls of wisdom,116,50,35
essie,gel couture,matter of fiction,253,214,216
essie,gel couture,sequ-in the know,190,73,82
essie,gel couture,pr stunt,253,202,212
essie,gel couture,moments of mrs,212,141,173
essie,gel couture,haute to trot,248,122,143
essie,gel couture,model citizen,244,95,143
essie,gel couture,the it-factor,233,22,84
essie,gel couture,sit me in the front row,197,0,92
essie,gel couture,v.i.please,166,28,62
essie,gel couture,coastal couture,240,94,95
essie,gel couture,sunrush metal,222,103,80
